block_id,folder,field_path,type,required,status,selectors,reference_ids
best_time_to_visit,best-time-to-visit,seasons[].months,string,False,field_class_mapped,.igp-pro-season-card__meta,03-visual-proof-local-context.html#best-time-to-visit:default; 03-visual-proof-local-context.html#best-time-to-visit:seasons; 03-visual-proof-local-context.html#best-time-to-visit:monthly; 03-visual-proof-local-context.html#best-time-to-visit:compact
best_time_to_visit,best-time-to-visit,seasons[].temperature,string,False,field_class_mapped,.igp-pro-season-card__meta,03-visual-proof-local-context.html#best-time-to-visit:default; 03-visual-proof-local-context.html#best-time-to-visit:seasons; 03-visual-proof-local-context.html#best-time-to-visit:monthly; 03-visual-proof-local-context.html#best-time-to-visit:compact
best_time_to_visit,best-time-to-visit,seasons[].description,text,False,field_class_mapped,.igp-pro-season-card p,03-visual-proof-local-context.html#best-time-to-visit:default; 03-visual-proof-local-context.html#best-time-to-visit:seasons; 03-visual-proof-local-context.html#best-time-to-visit:monthly; 03-visual-proof-local-context.html#best-time-to-visit:compact
best_time_to_visit,best-time-to-visit,seasons[].best_for,string,False,field_class_mapped,.igp-pro-season-card p strong,03-visual-proof-local-context.html#best-time-to-visit:default; 03-visual-proof-local-context.html#best-time-to-visit:seasons; 03-visual-proof-local-context.html#best-time-to-visit:monthly; 03-visual-proof-local-context.html#best-time-to-visit:compact
best_time_to_visit,best-time-to-visit,tips,repeater,False,field_class_mapped,.igp-pro-best-time-to-visit__tips,03-visual-proof-local-context.html#best-time-to-visit:default; 03-visual-proof-local-context.html#best-time-to-visit:seasons; 03-visual-proof-local-context.html#best-time-to-visit:monthly; 03-visual-proof-local-context.html#best-time-to-visit:compact
best_time_to_visit,best-time-to-visit,tips[].item,string,True,field_class_mapped,.igp-pro-best-time-to-visit__tips li,03-visual-proof-local-context.html#best-time-to-visit:default; 03-visual-proof-local-context.html#best-time-to-visit:seasons; 03-visual-proof-local-context.html#best-time-to-visit:monthly; 03-visual-proof-local-context.html#best-time-to-visit:compact
breadcrumb,breadcrumb,source,enum,False,field_class_mapped,.igp-pro-breadcrumb,05-pricing-location-booking.html#breadcrumb:default; 05-pricing-location-booking.html#breadcrumb:compact
breadcrumb,breadcrumb,items,repeater,False,field_class_mapped,.igp-pro-breadcrumb__list,05-pricing-location-booking.html#breadcrumb:default; 05-pricing-location-booking.html#breadcrumb:compact
breadcrumb,breadcrumb,items[].label,string,False,field_class_mapped,.igp-pro-breadcrumb__item,05-pricing-location-booking.html#breadcrumb:default; 05-pricing-location-booking.html#breadcrumb:compact
breadcrumb,breadcrumb,items[].url,string,False,field_class_mapped,.igp-pro-breadcrumb__item a,05-pricing-location-booking.html#breadcrumb:default; 05-pricing-location-booking.html#breadcrumb:compact
breadcrumb,breadcrumb,show_current,boolean,False,field_class_mapped,".igp-pro-breadcrumb__item [aria-current=""page""]",05-pricing-location-booking.html#breadcrumb:default; 05-pricing-location-booking.html#breadcrumb:compact
breadcrumb,breadcrumb,style,object,False,style_object_mapped,.igp-block--breadcrumb,05-pricing-location-booking.html#breadcrumb:default; 05-pricing-location-booking.html#breadcrumb:compact
breadcrumb,breadcrumb,style.variant,enum,False,style_class_mapped,.igp-variant--<schema variant>,05-pricing-location-booking.html#breadcrumb:default; 05-pricing-location-booking.html#breadcrumb:compact
breadcrumb,breadcrumb,style.density,enum,False,style_class_mapped,.igp-density--compact | .igp-density--comfortable | .igp-density--spacious,05-pricing-location-booking.html#breadcrumb:default; 05-pricing-location-booking.html#breadcrumb:compact
breadcrumb,breadcrumb,style.theme,enum,False,style_class_mapped,.igp-theme--default | .igp-theme--brand | .igp-theme--neutral | .igp-theme--light | .igp-theme--dark | .igp-theme--accent | .igp-theme--muted,05-pricing-location-booking.html#breadcrumb:default; 05-pricing-location-booking.html#breadcrumb:compact
breadcrumb,breadcrumb,style.container,enum,False,style_class_mapped,.igp-container--narrow | .igp-container--default | .igp-container--wide | .igp-container--full,05-pricing-location-booking.html#breadcrumb:default; 05-pricing-location-booking.html#breadcrumb:compact
breadcrumb,breadcrumb,style.surface,enum,False,style_class_mapped,.igp-surface--default | .igp-surface--flat | .igp-surface--elevated | .igp-surface--card | .igp-surface--tinted | .igp-surface--transparent,05-pricing-location-booking.html#breadcrumb:default; 05-pricing-location-booking.html#breadcrumb:compact
breadcrumb,breadcrumb,style.media_position,enum,False,style_class_mapped,.igp-media-position--auto | .igp-media-position--left | .igp-media-position--right | .igp-media-position--top | .igp-media-position--bottom | .igp-media-position--background | .igp-media-position--none,05-pricing-location-booking.html#breadcrumb:default; 05-pricing-location-booking.html#breadcrumb:compact
brochure_cta,brochure-cta,heading,object,True,semantic_heading_mapped,.igp-block__header | .igp-block__heading,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,heading.text,string,True,field_class_mapped,.igp-block__heading | .igp-pro-block-title,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,heading.level,enum,False,semantic_heading_mapped,.igp-block__heading--h2 | .igp-block__heading--h3 | .igp-block__heading--h4,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,heading.eyebrow,string,False,field_class_mapped,.igp-block__eyebrow | .igp-pro-block-eyebrow,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,heading.visible,boolean,False,semantic_heading_mapped,.igp-block__header | .igp-block__heading,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,style,object,False,style_object_mapped,.igp-block--brochure-cta,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,style.variant,enum,False,style_class_mapped,.igp-variant--<schema variant>,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,style.density,enum,False,style_class_mapped,.igp-density--compact | .igp-density--comfortable | .igp-density--spacious,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,style.theme,enum,False,style_class_mapped,.igp-theme--default | .igp-theme--brand | .igp-theme--neutral | .igp-theme--light | .igp-theme--dark | .igp-theme--accent | .igp-theme--muted,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,style.container,enum,False,style_class_mapped,.igp-container--narrow | .igp-container--default | .igp-container--wide | .igp-container--full,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,style.surface,enum,False,style_class_mapped,.igp-surface--default | .igp-surface--flat | .igp-surface--elevated | .igp-surface--card | .igp-surface--tinted | .igp-surface--transparent,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,style.media_position,enum,False,style_class_mapped,.igp-media-position--auto | .igp-media-position--left | .igp-media-position--right | .igp-media-position--top | .igp-media-position--bottom | .igp-media-position--background | .igp-media-position--none,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,description,text,False,field_class_mapped,.igp-pro-brochure-cta__body p,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,file_url,string,False,field_class_mapped,.igp-pro-brochure-cta__actions .igp-pro-button:not(.igp-pro-button--secondary),01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,button_label,string,False,field_class_mapped,.igp-pro-brochure-cta__actions .igp-pro-button:not(.igp-pro-button--secondary),01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,secondary_label,string,False,field_class_mapped,.igp-pro-brochure-cta__actions .igp-pro-button--secondary,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,secondary_url,string,False,field_class_mapped,.igp-pro-brochure-cta__actions .igp-pro-button--secondary,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
brochure_cta,brochure-cta,form_note,string,False,field_class_mapped,.igp-pro-brochure-cta__note,01-foundation-conversion.html#brochure-cta:default; 01-foundation-conversion.html#brochure-cta:banner; 01-foundation-conversion.html#brochure-cta:card; 01-foundation-conversion.html#brochure-cta:inline
cta,cta,heading,object,False,semantic_heading_mapped,.igp-block__header | .igp-block__heading,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,heading.text,string,False,field_class_mapped,.igp-block__heading | .igp-pro-block-title,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,heading.level,enum,False,semantic_heading_mapped,.igp-block__heading--h2 | .igp-block__heading--h3 | .igp-block__heading--h4,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,heading.eyebrow,string,False,field_class_mapped,.igp-block__eyebrow | .igp-pro-block-eyebrow,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,heading.visible,boolean,False,semantic_heading_mapped,.igp-block__header | .igp-block__heading,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,style,object,False,style_object_mapped,.igp-block--cta,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,style.variant,enum,False,style_class_mapped,.igp-variant--<schema variant>,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,style.density,enum,False,style_class_mapped,.igp-density--compact | .igp-density--comfortable | .igp-density--spacious,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,style.theme,enum,False,style_class_mapped,.igp-theme--default | .igp-theme--brand | .igp-theme--neutral | .igp-theme--light | .igp-theme--dark | .igp-theme--accent | .igp-theme--muted,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,style.container,enum,False,style_class_mapped,.igp-container--narrow | .igp-container--default | .igp-container--wide | .igp-container--full,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,style.surface,enum,False,style_class_mapped,.igp-surface--default | .igp-surface--flat | .igp-surface--elevated | .igp-surface--card | .igp-surface--tinted | .igp-surface--transparent,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,style.media_position,enum,False,style_class_mapped,.igp-media-position--auto | .igp-media-position--left | .igp-media-position--right | .igp-media-position--top | .igp-media-position--bottom | .igp-media-position--background | .igp-media-position--none,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,subheading,string,False,field_class_mapped,.igp-pro-cta__subheading,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,button,object,False,field_class_mapped,.igp-pro-cta__button--primary,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,button.label,string,False,field_class_mapped,.igp-pro-cta__button--primary,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,button.url,string,False,field_class_mapped,.igp-pro-cta__button--primary,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,secondary_button,object,False,field_class_mapped,.igp-pro-cta__button--secondary,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,secondary_button.label,string,False,field_class_mapped,.igp-pro-cta__button--secondary,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,secondary_button.url,string,False,field_class_mapped,.igp-pro-cta__button--secondary,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,alignment,enum,False,field_class_mapped,.igp-pro-cta--left | .igp-pro-cta--center | .igp-pro-cta--right,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,show_badges,boolean,False,field_class_mapped,.igp-pro-cta__badges,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
cta,cta,badges,repeater,False,field_class_mapped,.igp-pro-cta__badges,01-foundation-conversion.html#cta:default; 01-foundation-conversion.html#cta:inline; 01-foundation-conversion.html#cta:banner; 01-foundation-conversion.html#cta:split; 01-foundation-conversion.html#cta:card
departure_dates,departure-dates,heading,object,True,semantic_heading_mapped,.igp-block__header | .igp-block__heading,04-journey-logistics.html#departure-dates:default; 04-journey-logistics.html#departure-dates:table; 04-journey-logistics.html#departure-dates:cards; 04-journey-logistics.html#departure-dates:compact
departure_dates,departure-dates,heading.text,string,True,field_class_mapped,.igp-block__heading | .igp-pro-block-title,04-journey-logistics.html#departure-dates:default; 04-journey-logistics.html#departure-dates:table; 04-journey-logistics.html#departure-dates:cards; 04-journey-logistics.html#departure-dates:compact
departure_dates,departure-dates,heading.level,enum,False,semantic_heading_mapped,.igp-block__heading--h2 | .igp-block__heading--h3 | .igp-block__heading--h4,04-journey-logistics.html#departure-dates:default; 04-journey-logistics.html#departure-dates:table; 04-journey-logistics.html#departure-dates:cards; 04-journey-logistics.html#departure-dates:compact
departure_dates,departure-dates,heading.eyebrow,string,False,field_class_mapped,.igp-block__eyebrow | .igp-pro-block-eyebrow,04-journey-logistics.html#departure-dates:default; 04-journey-logistics.html#departure-dates:table; 04-journey-logistics.html#departure-dates:cards; 04-journey-logistics.html#departure-dates:compact
departure_dates,departure-dates,heading.visible,boolean,False,semantic_heading_mapped,.igp-block__header | .igp-block__heading,04-journey-logistics.html#departure-dates:default; 04-journey-logistics.html#departure-dates:table; 04-journey-logistics.html#departure-dates:cards; 04-journey-logistics.html#departure-dates:compact
departure_dates,departure-dates,style,object,False,style_object_mapped,.igp-block--departure-dates,04-journey-logistics.html#departure-dates:default; 04-journey-logistics.html#departure-dates:table; 04-journey-logistics.html#departure-dates:cards; 04-journey-logistics.html#departure-dates:compact
